"Test Number"|"CAS Number"|"Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|"Chemical Purity Mean Op"|"Chemical Purity Mean(%)"|"Chemical Purity Min Op"|"Chemical Purity Min(%)"|"Chemical Purity Max Op"|"Chemical Purity Max(%)"|"Species Scientific Name"|"Species Group"|"Organism Lifestage"|"Organism Age Mean Op"|"Organism Age Mean"|"Organism Age Min Op"|"Organism Age Min"|"Organism Age Max Op"|"Organism Age Max"|"Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Standardized)"|"Conc 1 Mean Op (Standardized)"|"Conc 1 Mean (Standardized)"|"Conc 1 Min Op (Standardized)"|"Conc 1 Min (Standardized)"|"Conc 1 Max Op (Standardized)"|"Conc 1 Max (Standardized)"|"Conc 1 Units (Standardized)"|"Conc 2 Type (Standardized)"|"Conc 2 Mean Op (Standardized)"|"Conc 2 Mean (Standardized)"|"Conc 2 Min Op (Standardized)"|"Conc Min 2 (Standardized)"|"Conc 2 Max Op (Standardized)"|"Conc 2 Max (Standardized)"|"Conc 2 Units (Standardized)"|"Conc 3 Type (Standardized)"|"Conc 3 Mean Op (Standardized)"|"Conc 3 Mean (Standardized)"|"Conc 3 Min Op (Standardized)"|"Conc Min 3 (Standardized)"|"Conc 3 Max Op (Standardized)"|"Conc 3 Max (Standardized)"|"Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|Endpoint|"Response Site"|"Observed Duration Mean Op (Days)"|"Observed Duration Mean (Days)"|"Observed Duration Min Op (Days)"|"Observed Duration Min (Days)"|"Observed Duration Max Op (Days)"|"Observed Duration Max (Days)"|"Observed Duration Units (Days)"|"Test Type"|"Temperature Mean Op"|"Temperature Mean"|"Temperature Min Op"|"Temperature Min"|"Temperature Max Op"|"Temperature Max"|"Temperature Units"|"Hardness Mean Op"|"Hardness Mean"|"Hardness Min Op"|"Hardness Min"|"Hardness Max Op"|"Hardness Max"|"Hardness Units"|"Alkalinity Mean Op"|"Alkalinity Mean"|"Alkalinity Min Op"|"Alkalinity Min"|"Alkalinity Max Op"|"Alkalinity Max"|"Alkalinity Units"|"pH Mean Op"|"pH Mean"|"pH Min Op"|"pH Min"|"pH Max Op"|"pH Max"|"Author"|"Reference Number"|"Title"|"Source"|"Publication Year"|
1069656|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Standard|Unmeasured|Not coded|>|99||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Active ingredient||0.00061||0.00058||0.00064|AI mg/L|||||||||||||||||Reproduction|Reproduction, general|EC50|Not reported||14||NR||NR|Day(s)|Not coded|||||||NR||||320*||340*|mg/L CaCO3|||||||NR||7.6*|||||Maki,A.W., and H.E. Johnson|5525|Effects of PCB (Aroclor 1254) and p,p'-DDT on Production and Survival of Daphnia magna Strauss|Bull. Environ. Contam. Toxicol.13(4): 412-416|1975|
1069654|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Standard|Unmeasured|Not coded|>|99||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Active ingredient||0.00067||0.00065||0.00069|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||14||NR||NR|Day(s)|Not coded|||||||NR||||320*||340*|mg/L CaCO3|||||||NR||7.6*|||||Maki,A.W., and H.E. Johnson|5525|Effects of PCB (Aroclor 1254) and p,p'-DDT on Production and Survival of Daphnia magna Strauss|Bull. Environ. Contam. Toxicol.13(4): 412-416|1975|
1188980|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Not reported|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Formulation||0.012||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||20.5|||||C|||||||NR|||||||NR||||7.1||7.4|Malacea,I.|16933|Contribution to Study of Detox and Heclotox Insecticides Toxic Action on Certain Fish Species and on Daphnia|Stud. Prot. Calitatii Apelor8:95-133|1967|
1081267|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Formulation||0.003||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||4||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Knapek,R., and S. Lakota|6270|Biological Testing to Determine Toxic Effects of Pesticides in Water (Einige Biotests zur Untersuchung der Toxischen Wirkung von Pestiziden im Wasser)|Tagungsber. Akad. Landwirtschaftswiss. DDR126:105-109|1974|
1176401|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Formulation||0.009||0.0033||0.0248|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||1||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Gaaboub,I.A., F.M. El-Gayar, and E.M. Helal|15291|Comparative Bioassay Studies on Larvae of Culex pipiens and the Microcrustacean Daphnia magna|Bull. Entomol. Soc. Egypt9:77-84|1975|
1106279|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Formulation||0.003||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Ziegenfuss,P.S., W.J. Renaudette, and W.J. Adams|7884|Methodology for Assessing the Acute Toxicity of Chemicals Sorbed to Sediments:  Testing the Equilibrium Partitioning Theory|ASTM Spec. Tech. Publ.9:479-493|1986|
1189000|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Not reported|Not coded||3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Formulation||1.085||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||22|||||C|||||||NR|||||||NR||||7.1||7.4|Malacea,I.|16933|Contribution to Study of Detox and Heclotox Insecticides Toxic Action on Certain Fish Species and on Daphnia|Stud. Prot. Calitatii Apelor8:95-133|1967|
1230774|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Instar|<|20||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Formulation||0.00266||0.00196||0.0036|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||17|||||C||44|||||mg/L CaCO3||28|||||mg/L CaCO3||||7.16||7.40|Union Carbide Environmental Services|58785|The Acute Toxicity of Hexachlorocyclopentadiene to the Water Flea, Daphnia magna Straus|Prepared for Velsicol Chemical Corporation, Chicago, Illinois:7 p.|1977|
1188999|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Not reported|Not coded||3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Formulation||31.25||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||22|||||C|||||||NR|||||||NR||||7.1||7.4|Malacea,I.|16933|Contribution to Study of Detox and Heclotox Insecticides Toxic Action on Certain Fish Species and on Daphnia|Stud. Prot. Calitatii Apelor8:95-133|1967|
1326883|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Technical grade, technical product, technical formulation|Unmeasured|Not coded||99||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Active ingredient||0.0009||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25*|||||C||||80*||100*|mg/L CaCO3||||57*||64*|mg/L CaCO3||||7.9*||8.3*|Brausch,J.M., and P.N. Smith|117583|Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna|Ecotoxicology18(5): 600-609|2009|
1044227|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Larva|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Formulation||0.0044||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50*/|Not reported||1.0833||NR||NR|Day(s)|Not coded||19|||||C|||||||NR|||||||NR|||||||Frear,D.E.H., and J.E. Boyd|2820|Use of Daphnia magna for the Microbioassay of Pesticides.  I.  Development of Standardized Techniques for Rearing Daphnia and Preparation of Dosage-Mortality Curves for Pesticides|J. Econ. Entomol.60(5): 1228-1236|1967|
1189005|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Not reported|Not coded||3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Formulation||1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21.5|||||C|||||||NR|||||||NR||||7.1||7.4|Malacea,I.|16933|Contribution to Study of Detox and Heclotox Insecticides Toxic Action on Certain Fish Species and on Daphnia|Stud. Prot. Calitatii Apelor8:95-133|1967|
1189006|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Not reported|Not coded||3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Formulation||0.043||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21.5|||||C|||||||NR|||||||NR||||7.1||7.4|Malacea,I.|16933|Contribution to Study of Detox and Heclotox Insecticides Toxic Action on Certain Fish Species and on Daphnia|Stud. Prot. Calitatii Apelor8:95-133|1967|
1189007|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Not reported|Not reported|Not coded||3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Formulation||0.06||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21.5|||||C|||||||NR|||||||NR||||7.1||7.4|Malacea,I.|16933|Contribution to Study of Detox and Heclotox Insecticides Toxic Action on Certain Fish Species and on Daphnia|Stud. Prot. Calitatii Apelor8:95-133|1967|
1246815|50328|Benzo[a]pyrene|Not reported|Unmeasured|Not coded||97||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported|Fresh water|Lab|6|Active ingredient||0.001624910532||NR||NR|AI mg/L|||||||||||||||||Mortality|Survival|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg|86087|Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts|Environ. Toxicol. Chem.25(4): 1079-1087|2005|
1196918|50328|Benzo[a]pyrene|Practical Grade|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|~|4||NR||NR|Day(s)|Static|Fresh water|Lab|NR|Active ingredient||0.04||0.032||0.049|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20*|||||C|||||||NR||250*|||||mg/L CaCO3||8.0*|||||Wernersson,A.S., and G. Dave|17714|Phototoxicity Identification by Solid Phase Extraction and Photoinduced Toxicity to Daphnia magna|Arch. Environ. Contam. Toxicol.32(3): 268-273|1997|
1246816|50328|Benzo[a]pyrene|Not reported|Unmeasured|Not coded||97||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported|Fresh water|Lab|6|Active ingredient||0.000981506517||NR||NR|AI mg/L|||||||||||||||||Mortality|Survival|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg|86087|Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts|Environ. Toxicol. Chem.25(4): 1079-1087|2005|
2048965|50328|Benzo[a]pyrene|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Formulation||0.0293||0.01332||0.2422|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Acute||20|||||C|||||||NR|||||||NR|||||||Ha,M.H., and J. Choi|118906|Effects of Environmental Contaminants on Hemoglobin Gene Expression in Daphnia magna:  A Potential Biomarker for Freshwater Quality Monitoring|Arch. Environ. Contam. Toxicol.57(2): 330-337|2009|
1217639|50328|Benzo[a]pyrene|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|48||NR||NR|Hour(s)|Not reported|Fresh water|Lab|NR|Formulation||0.25||NR||NR|AI mg/L|||||||||||||||||Mortality|Survival|LC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Atienzar,F.A., M. Conradi, A.J. Evenden, A.N. Jha, and M.H. Depledge|20485|Qualitative Assessment of Genotoxicity Using Random Amplified Polymorphic DNA:  Comparison of Genomic Template Stability with Key Fitness Parameters in Daphnia magna Exposed to Benzo(a)pyrene|Environ. Toxicol. Chem.18(10): 2275-2282|1999|
1196917|53703|Dibenz(a,h)anthracene|Not reported|Unmeasured|Not coded||97||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|~|4||NR||NR|Day(s)|Static|Fresh water|Lab|NR|Active ingredient||0.496||0.36||0.778|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20*|||||C|||||||NR||250*|||||mg/L CaCO3||8.0*|||||Wernersson,A.S., and G. Dave|17714|Phototoxicity Identification by Solid Phase Extraction and Photoinduced Toxicity to Daphnia magna|Arch. Environ. Contam. Toxicol.32(3): 268-273|1997|
1246827|53703|Dibenz(a,h)anthracene|Not reported|Unmeasured|Not coded||97||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported|Fresh water|Lab|6|Active ingredient||0.000551139336||NR||NR|AI mg/L|||||||||||||||||Mortality|Survival|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg|86087|Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts|Environ. Toxicol. Chem.25(4): 1079-1087|2005|
1246826|53703|Dibenz(a,h)anthracene|Not reported|Unmeasured|Not coded||97||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported|Fresh water|Lab|6|Active ingredient||0.00155877792||NR||NR|AI mg/L|||||||||||||||||Mortality|Survival|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg|86087|Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts|Environ. Toxicol. Chem.25(4): 1079-1087|2005|
1085127|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Not reported|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Renewal|Fresh water|Not reported|NR|Formulation||0.01||NR||NR|AI mg/L|||||||||||||||||Behavior|Equilibrium|EC0|Not reported||1||NR||NR|Day(s)|Not coded||25|||||C|||||||NR|||||||NR|>|7|||||Kuhn,R., M. Pattard, and K. Pernak|6628|Schadstoffwirkungen von Umweltchemikalien im Daphnien-Reproduktions-Test als Grundlage zur Bewertung der Umweltgefhrlichkeit in Aquatischen Systemen|Forschungsbericht 10603052, Mrz:41 p|1988|
2067382|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not coded|Not coded|United States Environmental Protection Agency||97.5||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not coded|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NC|Not coded||0.0115||0.0092||0.0155|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not coded||2||NR||NR|Day(s)|Acute|||||||--|||||||--|||||||--|||||||U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
1228125|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Not reported|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Not reported|NR|Formulation||0.036||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Becker,E.|56312|Ableitung von Qualitatszielen zum Schutz Oberirdischer Binnengewasser fur Organozinnverbindungen:  Dibutylzinnverbindungen, Tetrabutylzinn, Tributylzinnverbindungen, Triphenylzinnverbindungen|Umweltbundesamt, Entwurf fur den BLAK QZ, Stand 26.3.:|1992|
1067345|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||95.3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Formulation||0.00075||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||19|||||C||209.43|||||mg/L CaCO3|||||||NR||8.2||7.2||8.3|Mathijssen-Spiekman,E.A.M., J.H. Canton, and C.J. Roghair|5337|Research After the Toxicity of TBTO for a Number of Fresh Water Organisms|Rep.No.668118-001, Natl.Inst.Public Health and Environ.Hyg:48 p.|1989|
1067344|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||95.3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Formulation||0.0047||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||19|||||C||209.43|||||mg/L CaCO3|||||||NR||8.2||7.2||8.3|Mathijssen-Spiekman,E.A.M., J.H. Canton, and C.J. Roghair|5337|Research After the Toxicity of TBTO for a Number of Fresh Water Organisms|Rep.No.668118-001, Natl.Inst.Public Health and Environ.Hyg:48 p.|1989|
1067363|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||95.3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Formulation||0.0024||NR||NR|AI mg/L|||||||||||||||||Behavior|Behavioral changes, general|EC50|Not reported||2||NR||NR|Day(s)|Not coded||19|||||C||||115||294|mg/L CaCO3|||||||NR||||7.0||8.7|Mathijssen-Spiekman,E.A.M., J.H. Canton, and C.J. Roghair|5337|Research After the Toxicity of TBTO for a Number of Fresh Water Organisms|Rep.No.668118-001, Natl.Inst.Public Health and Environ.Hyg:48 p.|1989|
1085128|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Not reported|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Renewal|Fresh water|Not reported|NR|Formulation||0.03||NR||NR|AI mg/L|||||||||||||||||Behavior|Equilibrium|EC50|Not reported||1||NR||NR|Day(s)|Not coded||25|||||C|||||||NR|||||||NR|>|7|||||Kuhn,R., M. Pattard, and K. Pernak|6628|Schadstoffwirkungen von Umweltchemikalien im Daphnien-Reproduktions-Test als Grundlage zur Bewertung der Umweltgefhrlichkeit in Aquatischen Systemen|Forschungsbericht 10603052, Mrz:41 p|1988|
1067397|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||95.3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Renewal|Fresh water|Lab|NR|Formulation||0.0024||NR||NR|AI mg/L|||||||||||||||||Behavior|Behavioral changes, general|EC50|Not reported||7||NR||NR|Day(s)|Not coded||19|||||C||209.43|||||mg/L CaCO3|||||||NR||8.2||7.3||8.5|Mathijssen-Spiekman,E.A.M., J.H. Canton, and C.J. Roghair|5337|Research After the Toxicity of TBTO for a Number of Fresh Water Organisms|Rep.No.668118-001, Natl.Inst.Public Health and Environ.Hyg:48 p.|1989|
2061205|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not coded|Not coded|United States Environmental Protection Agency||95||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not coded|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NC|Not coded||0.00167||0.001||0.0019|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not coded||2||NR||NR|Day(s)|Acute|||||||--|||||||--|||||||--|||||||U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
1163169|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Total||0.07||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|EC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Foster,R.B.|14413|Use of Asiatic Clam Larvae in Aquatic Hazard Evaluations|ASTM Spec. Tech. Publ.:281-288|1981|
1228128|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Not reported|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Not reported|NR|Formulation||0.07||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Becker,E.|56312|Ableitung von Qualitatszielen zum Schutz Oberirdischer Binnengewasser fur Organozinnverbindungen:  Dibutylzinnverbindungen, Tetrabutylzinn, Tributylzinnverbindungen, Triphenylzinnverbindungen|Umweltbundesamt, Entwurf fur den BLAK QZ, Stand 26.3.:|1992|
1067362|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||95.3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Formulation||0.0058||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||19|||||C||||115||294|mg/L CaCO3|||||||NR||||7.0||8.7|Mathijssen-Spiekman,E.A.M., J.H. Canton, and C.J. Roghair|5337|Research After the Toxicity of TBTO for a Number of Fresh Water Organisms|Rep.No.668118-001, Natl.Inst.Public Health and Environ.Hyg:48 p.|1989|
1146504|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.014||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C||200|||||mg/L CaCO3|||||||NR||7.5|||||Vighi,M., and D. Calamari|12391|QSARs for Organotin Compounds on Daphnia magna|Chemosphere14(11/12): 1925-1932|1985|
1023448|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Formulation||0.03||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||25|||||C|||||||NR|||||||NR|>=|7.0|||||Kuhn,R., M. Pattard, K.D. Pernak, and A. Winter|847|Results of the Harmful Effects of Water Pollutants to Daphnia magna in the 21 Day Reproduction Test|Water Res.23(4): 501-510|1989|
1067398|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||95.3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Renewal|Fresh water|Lab|NR|Formulation||0.0014||NR||NR|AI mg/L|||||||||||||||||Behavior|Behavioral changes, general|EC50|Not reported||14||NR||NR|Day(s)|Not coded||19|||||C||209.43|||||mg/L CaCO3|||||||NR||8.2||7.3||8.5|Mathijssen-Spiekman,E.A.M., J.H. Canton, and C.J. Roghair|5337|Research After the Toxicity of TBTO for a Number of Fresh Water Organisms|Rep.No.668118-001, Natl.Inst.Public Health and Environ.Hyg:48 p.|1989|
1067400|56359|1,1,1,3,3,3-Hexabutyldistannoxane|Not reported|Unmeasured|Not coded||95.3||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Renewal|Fresh water|Lab|NR|Formulation||0.0021||NR||NR|AI mg/L|||||||||||||||||Reproduction|Reproduction, general|EC50|Not reported||20||NR||NR|Day(s)|Not coded||19|||||C||209.43|||||mg/L CaCO3|||||||NR||8.2||7.3||8.5|Mathijssen-Spiekman,E.A.M., J.H. Canton, and C.J. Roghair|5337|Research After the Toxicity of TBTO for a Number of Fresh Water Organisms|Rep.No.668118-001, Natl.Inst.Public Health and Environ.Hyg:48 p.|1989|
