,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
116,2747,1054583,7785877,"Sulfuric acid, Manganese(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,14.4,10.7,18.8,AI mg/L,Mortality,Mortality,LC50,4.0,NR,NR,Day(s),Not coded,20.3,,,C,,,,HARD,8.30,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
117,2748,1054581,7785877,"Sulfuric acid, Manganese(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,15.2,11.3,19.8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20.3,,,C,,,,HARD,8.30,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
118,2750,1054449,7785877,"Sulfuric acid, Manganese(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,12.6,9,17.3,AI mg/L,Mortality,Mortality,LC50,4.0,NR,NR,Day(s),Not coded,20.3,,,C,,,,HARD,8.30,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
119,2751,1054448,7785877,"Sulfuric acid, Manganese(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,19.5,13.2,27.7,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20.3,,,C,,,,HARD,8.30,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
120,2742,1054582,7785877,"Sulfuric acid, Manganese(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,19.2,14.1,25.5,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20.3,,,C,,,,HARD,8.30,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
121,1088,1273308,7446142,"Sulfuric acid, Lead(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7-19,Dissolved,0.392,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,7.5,9.1,"Erten-Unal,M., B.G. Wixson, N. Gale, and J.L. Pitt","Evaluation of Toxicity, Bioavailability and Speciation of Lead, Zinc and Cadmium in Mine/Mill Wastewaters",1998
122,1087,1118215,7446142,"Sulfuric acid, Lead(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.395,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
123,1086,1118214,7446142,"Sulfuric acid, Lead(2+) salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,3166,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
125,3324,1209329,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.0278,0.0141,0.0509,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,46.1,,,mg/L CaCO3,7.20,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
126,3306,1118247,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,3.83,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
127,3330,1036187,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.069,0.034,0.137,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.8,8.2,"Dave,G., K. Andersson, R. Berglind, and B. Hasselrot","Toxicity of Eight Solvent Extraction Chemicals and of Cadmium to Water Fleas, Daphnia magna, Rainbow Trout, Salmo gairdneri, and Zebrafish, Brachydanio rerio",1981
128,3328,1209330,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.0914,0.0818,0.112,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,90.7,,,mg/L CaCO3,7.73,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
129,3318,1209328,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.104,0.0767,0.15,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,46.1,,,mg/L CaCO3,7.20,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
130,3316,1209332,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.179,0.133,0.214,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,179,,,mg/L CaCO3,8.07,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
131,3308,1209333,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.0181,0.0083,0.0201,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,179,,,mg/L CaCO3,8.07,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
132,3294,1036188,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.04,0.015,0.101,AI mg/L,Mortality,Mortality,LC50,3.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.8,8.2,"Dave,G., K. Andersson, R. Berglind, and B. Hasselrot","Toxicity of Eight Solvent Extraction Chemicals and of Cadmium to Water Fleas, Daphnia magna, Rainbow Trout, Salmo gairdneri, and Zebrafish, Brachydanio rerio",1981
133,3298,1118248,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.027,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
134,3291,1273319,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7-19,Dissolved,0.027,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,7.5,9.1,"Erten-Unal,M., B.G. Wixson, N. Gale, and J.L. Pitt","Evaluation of Toxicity, Bioavailability and Speciation of Lead, Zinc and Cadmium in Mine/Mill Wastewaters",1998
135,3288,1036186,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.309,0.182,0.532,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.8,8.2,"Dave,G., K. Andersson, R. Berglind, and B. Hasselrot","Toxicity of Eight Solvent Extraction Chemicals and of Cadmium to Water Fleas, Daphnia magna, Rainbow Trout, Salmo gairdneri, and Zebrafish, Brachydanio rerio",1981
136,3283,1209331,10124364,"Sulfuric acid, Cadmium salt (1:1)",Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.0202,0.0106,0.0347,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,90.7,,,mg/L CaCO3,7.73,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
137,2837,1054575,10043013,"Sulfuric acid, Aluminum salt (3:2)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,38.2,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20.1,,,C,,,,HARD,7.05,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
138,2839,1054473,10043013,"Sulfuric acid, Aluminum salt (3:2)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,38.2,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20.1,,,C,,,,HARD,7.05,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
139,2842,1054576,10043013,"Sulfuric acid, Aluminum salt (3:2)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,38.2,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20.1,,,C,,,,HARD,7.05,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
140,2841,1054474,10043013,"Sulfuric acid, Aluminum salt (3:2)",Not coded,Daphnia magna,Neonate,12,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,38.2,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20.1,,,C,,,,HARD,7.05,,,"Kimball,G.",The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,1978
149,2105,1300537,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.1064,0.0908,0.1248,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,10.6,,,mg/L,7.95,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
158,1799,1305710,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.038,NR,NR,AI mg/L,Mortality,Mortality,EC50,2.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
160,1808,1305708,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.013,NR,NR,AI mg/L,Mortality,Mortality,EC50,2.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
163,1773,1261347,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,8,Total,0.050102045,NR,NR,AI mg/L,Mortality,Mortality,EC05,2.0,NR,NR,Day(s),Not coded,20,,,C,240*,,,mg/L CaCO3,7.2*,,,"Xie,F., S.A. Koziar, M.A. Lampi, D.G. Dixon, W.P. Norwood, U. Borgmann, X.D. Huang, and B.M. Greenberg","Assessment of the Toxicity of Mixtures of Copper, 9,10-Phenanthrenequinone, and Phenanthrene to Daphnia magna:  Evidence for a Reactive Oxygen Mechanism",2006
164,2141,1253523,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.002,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,20.6,,,mg/L CaCO3,5.5,,,"Long,K.E., E.J. Van Genderen, and S.J. Klaine",The Effects of Low Hardness and pH on Copper Toxicity to Daphnia magna - Short Communication,2004
165,1823,1261511,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,8,Total,0.15515472,0.140608965,0.17131667,AI mg/L,Mortality,Mortality,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,240*,,,mg/L CaCO3,7.2*,,,"Xie,F., S.A. Koziar, M.A. Lampi, D.G. Dixon, W.P. Norwood, U. Borgmann, X.D. Huang, and B.M. Greenberg","Assessment of the Toxicity of Mixtures of Copper, 9,10-Phenanthrenequinone, and Phenanthrene to Daphnia magna:  Evidence for a Reactive Oxygen Mechanism",2006
166,2142,1300513,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0228,0.019,0.0274,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,44.9,,,mg/L,6.33,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
167,2186,1300579,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00023,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,9.2,,,mg/L,6.30,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
168,2184,1300403,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0016,0.0012,0.002,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,42.2,,,mg/L,6.34,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
169,2181,1301281,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0211,0.0166,0.0268,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,40.9,,,mg/L,7.98,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
170,2180,1300422,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.001,0.0007,0.0014,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,19.8,,,mg/L,5.96,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
171,2179,1253525,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.0065,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,20.6,,,mg/L CaCO3,8.5,,,"Long,K.E., E.J. Van Genderen, and S.J. Klaine",The Effects of Low Hardness and pH on Copper Toxicity to Daphnia magna - Short Communication,2004
172,2176,1253517,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.002,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,11.1,,,mg/L CaCO3,8.2,,,"Long,K.E., E.J. Van Genderen, and S.J. Klaine",The Effects of Low Hardness and pH on Copper Toxicity to Daphnia magna - Short Communication,2004
173,2175,1300440,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00042,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,19.8,,,mg/L,5.96,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
174,2174,1221954,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,0.00003,0.000019,0.00004,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.44,7.46,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
175,2170,1301284,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.1305,0.1174,0.145,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,21.1,,,mg/L,7.96,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
176,2169,1221960,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Total,0.0071,0.0025,0.00975,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,6.94,6.97,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
177,2168,1301283,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00009,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,10.6,,,mg/L,7.95,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
178,2167,1300569,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.1876,0.1631,0.2158,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,21.1,,,mg/L,7.94,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
179,2166,1300427,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0032,0.0021,0.005,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,9.2,,,mg/L,6.02,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
180,2165,1301289,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00007,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,9.2,,,mg/L,7.84,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
181,2159,1300515,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00004,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,21.1,,,mg/L,7.95,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
182,2150,1300578,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0086,0.0075,0.0098,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,19.8,,,mg/L,6.23,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
183,2148,1221967,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,NR,0.00005,0.000055,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,6.94,6.97,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
187,2025,1301293,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00019,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,21.1,,,mg/L,7.94,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
188,2049,1300512,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00008,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,40.9,,,mg/L,7.98,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
189,2045,1221955,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,0.000036,0.000033,0.000044,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.44,7.46,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
190,2044,1253524,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.0074,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,20.6,,,mg/L CaCO3,7.0,,,"Long,K.E., E.J. Van Genderen, and S.J. Klaine",The Effects of Low Hardness and pH on Copper Toxicity to Daphnia magna - Short Communication,2004
