CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
51285,"2,4-Dinitrophenol",Not reported,Unmeasured,>=80,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<=24,Hour(s),Static,Fresh water,Lab,NR,Formulation,4.5,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"LeBlanc,G.A.",5184,Acute Toxicity of Priority Pollutants to Water Flea (Daphnia magna),Bull. Environ. Contam. Toxicol.24(5): 684-691,1980,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 4.1 - 5 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
51285,"2,4-Dinitrophenol",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Aquatic - not reported,Fresh water,Lab,7,Formulation,14.9,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Taylor,N.S., R.J.M. Weber, T.A. White, and M.R. Viant",154572,Discriminating Between Different Acute Chemical Toxicities via Changes in the Daphnid Metabolome,Toxicol. Sci.118(1): 307-317,2010,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
51285,"2,4-Dinitrophenol",Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,18.3,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Kim,K.T., Y.G. Lee, and S.D. Kim",87184,Combined Toxicity of Copper and Phenol Derivatives to Daphnia magna: Effect of Complexation Reaction,Environ. Int.32(4): 487-492,2006,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
51285,"2,4-Dinitrophenol",Not reported,Unmeasured,>=80,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<=24,Hour(s),Static,Fresh water,Lab,NR,Formulation,4.1,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"LeBlanc,G.A.",5184,Acute Toxicity of Priority Pollutants to Water Flea (Daphnia magna),Bull. Environ. Contam. Toxicol.24(5): 684-691,1980,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 3.7 - 4.5 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
51525,"2,3-Dihydro-6-propyl-2-thioxo-4(1H)pyrimidinone",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,43,AI mg/L,Mortality,Mortality,LC50,Not reported,14,Day(s),"Maas,J.L.",5374,Toxicity Research with Thiourea,"Laboratory for Ecotoxicology, Institute for Inland Water Management and Waste Water Treatment, Report No.AOCE:4 p.",1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 32 - 56 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52539,"alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile",Pestanal grade,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,' 4-5,Active ingredient,15.21,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Jordao,R., B. Campos, M.F.L. Lemos, A.M.V.M. Soares, R. Tauler, and C. Barata",173580,Induction of Multixenobiotic Defense Mechanisms in Resistant Daphnia magna Clones as a General Cellular Response to Stress,Aquat. Toxicol.175:132-143,2016,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52539,"alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile",Pestanal grade,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,' 4-5,Active ingredient,13.04,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Jordao,R., B. Campos, M.F.L. Lemos, A.M.V.M. Soares, R. Tauler, and C. Barata",173580,Induction of Multixenobiotic Defense Mechanisms in Resistant Daphnia magna Clones as a General Cellular Response to Stress,Aquat. Toxicol.175:132-143,2016,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52539,"alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile",Pestanal grade,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,' 4-5,Active ingredient,11.33,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Jordao,R., B. Campos, M.F.L. Lemos, A.M.V.M. Soares, R. Tauler, and C. Barata",173580,Induction of Multixenobiotic Defense Mechanisms in Resistant Daphnia magna Clones as a General Cellular Response to Stress,Aquat. Toxicol.175:132-143,2016,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.00045,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Ren,Z., J. Zha, M. Ma, Z. Wang, and A. Gerhardt",104559,The Early Warning of Aquatic Organophosphorus Pesticide Contamination by On-Line Monitoring Behavioral Changes of Daphnia magna,Environ. Monit. Assess.134(1-3): 373-383,2007,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Not reported,25,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,24,Hour(s),Not reported,Fresh water,Lab,NR,Active ingredient,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Svobodova,Z., and R. Faina",16332,Aquatic Testing of Trichlorphon in the Laboratory and Field,"In: I.R.Hill, F.Heimbach, P.Leeuwangh, and P.Matthiessen (Eds.), Freshwater Field Tests for Hazard Assessment of Chemicals, Lewis Publishers, Boca Raton, FL:361-367",1994,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.0002 - 0.0015 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,25,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Formulation,0.17,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Ardo,J.",6102,K Otazke Akutnej Toxicity Niektorych Pesticidov. (Acute Toxicity of Some Pesticides),Vodni Hospod.24(8): 222-224,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.00021,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Ren,Z., J. Zha, M. Ma, Z. Wang, and A. Gerhardt",104559,The Early Warning of Aquatic Organophosphorus Pesticide Contamination by On-Line Monitoring Behavioral Changes of Daphnia magna,Environ. Monit. Assess.134(1-3): 373-383,2007,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Active ingredient,0.08,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Ardo,J.",6102,K Otazke Akutnej Toxicity Niektorych Pesticidov. (Acute Toxicity of Some Pesticides),Vodni Hospod.24(8): 222-224,1974,Purity:   95 - 98 | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Active ingredient,0.13,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Ardo,J.",6102,K Otazke Akutnej Toxicity Niektorych Pesticidov. (Acute Toxicity of Some Pesticides),Vodni Hospod.24(8): 222-224,1974,Purity:   95 - 98 | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Renewal,Fresh water,Lab,' 5-6,Formulation,0.0013,AI mg/L,Mortality,Mortality,LC50,Not reported,8,Day(s),"Matsumoto,K.I., M. Hosokawa, K. Kuroda, and G. Endo",159999,Toxicity of Agricultural Chemicals in Daphnia magna,Osaka City Med. J.55(2): 89-97,2009,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Larva,<24,Hour(s),Renewal,Fresh water,Lab,NR,Formulation,0.00012,AI mg/L,Mortality,Mortality,LC50*,Not reported,1.0833,Day(s),"Frear,D.E.H., and J.E. Boyd",2820,Use of Daphnia magna for the Microbioassay of Pesticides. I. Development of Standardized Techniques for Rearing Daphnia and Preparation of Dosage-Mortality Curves for Pesticides,J. Econ. Entomol.60(5): 1228-1236,1967,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,97,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,8,Active ingredient,0.00029,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Coelho,S., R. Oliveira, S. Pereira, C. Musso, I. Domingues, R.C. Bhujel, A.M.V.M. Soares, and A.J.A. Nogueira",171402,Assessing Lethal and Sub-Lethal Effects of Trichlorfon on Different Trophic Levels,Aquat. Toxicol.103:191-198,2011,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.00027 - 0.00031 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",Not reported,Unmeasured,25,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Formulation,0.42,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Ardo,J.",6102,K Otazke Akutnej Toxicity Niektorych Pesticidov. (Acute Toxicity of Some Pesticides),Vodni Hospod.24(8): 222-224,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
53703,"Dibenz(a,h)anthracene",Not reported,Unmeasured,97,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.001558778,AI mg/L,Mortality,Survival,EC50,Not reported,2,Day(s),"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",86087,Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna: Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,Environ. Toxicol. Chem.25(4): 1079-1087,2005,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
53703,"Dibenz(a,h)anthracene",Not reported,Unmeasured,97,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.000551139,AI mg/L,Mortality,Survival,EC50,Not reported,2,Day(s),"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",86087,Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna: Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,Environ. Toxicol. Chem.25(4): 1079-1087,2005,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55389,"O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid",Not reported,Unmeasured,>99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,36,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,<0.05,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Hatakeyama,S., and Y. Sugaya",984,A Freshwater Shrimp (Paratya compressa improvisa) as a Sensitive Test Organism to Pesticides,Environ. Pollut.59(4): 325-336,1989,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55389,"O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid","Technical grade, technical product, technical formulation",Unmeasured,93.6,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.0036,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Sauter,S., G.A. LeBlanc, S.J. Ells, and K.S. Buxton",154922,"Acute and Chronic Toxicity of Propachlor, Methomyl, Baygon, and Baytex to the Water Flea (Daphnia magna) and the Fathead Minnow (Pimephales promelas)","Submitted to Environmental Research Laboratory, U.S. Environmental Protection Agency, Duluth, MN by E G & G Bionomics, Wareham, MA:63 p.",1977,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.0023 - 0.0057 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55550,4-Methylaminophenol sulfate,Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,5,Formulation,0.019,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),National Association of Photographic Manufacturers,167113,Environmental Effect of Photoprocessing Chemicals Vol I and II (557),EPA/OTS Doc. #40-8469216:536 p.,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55630,"1,2,3-Propanetriol, 1,2,3-Trinitrate",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Flow-through,Fresh water,Lab,NR,Active ingredient,72,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Bentley,R.E., J.W. Dean, S.J. Ells, G.A. LeBlanc, S. Sauter, K.S. Buxton, and B.H. Sleight III",5963,Laboratory Evaluation of the Toxicity of Nitroglycerine to Aquatic Organisms,"U. S. Army Medical Research and Development Command, Washington, D.C.:82 p.",1978,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient 15 - 350 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55630,"1,2,3-Propanetriol, 1,2,3-Trinitrate",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Flow-through,Fresh water,Lab,NR,Active ingredient,32,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Bentley,R.E., J.W. Dean, S.J. Ells, G.A. LeBlanc, S. Sauter, K.S. Buxton, and B.H. Sleight III",5963,Laboratory Evaluation of the Toxicity of Nitroglycerine to Aquatic Organisms,"U. S. Army Medical Research and Development Command, Washington, D.C.:82 p.",1978,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient 21 - 50 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55867,2-Chloro-N-(2-chloroethyl)-N-methylethanamine hydrochloride,Analytical grade,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,6,Active ingredient,2.53,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lan,C.H., T.S. Lin, and C.Y. Peng",80820,"Aquatic Toxicity of Nitrogen Mustard to Ceriodaphina dubia, Daphnia magna, and Pimephales promelas",Ecotoxicol. Environ. Saf.61(2): 273-279,2005,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 2.41 - 2.73 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55867,2-Chloro-N-(2-chloroethyl)-N-methylethanamine hydrochloride,Analytical grade,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,6,Active ingredient,2.32,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lan,C.H., T.S. Lin, and C.Y. Peng",80820,"Aquatic Toxicity of Nitrogen Mustard to Ceriodaphina dubia, Daphnia magna, and Pimephales promelas",Ecotoxicol. Environ. Saf.61(2): 273-279,2005,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 2.23 - 2.55 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
55867,2-Chloro-N-(2-chloroethyl)-N-methylethanamine hydrochloride,Analytical grade,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,6,Active ingredient,2.72,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lan,C.H., T.S. Lin, and C.Y. Peng",80820,"Aquatic Toxicity of Nitrogen Mustard to Ceriodaphina dubia, Daphnia magna, and Pimephales promelas",Ecotoxicol. Environ. Saf.61(2): 273-279,2005,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 2.52 - 2.81 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
56235,Tetrachloromethane,Not reported,Unmeasured,>=80,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<=24,Hour(s),Static,Fresh water,Lab,NR,Total,35,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"LeBlanc,G.A.",5184,Acute Toxicity of Priority Pollutants to Water Flea (Daphnia magna),Bull. Environ. Contam. Toxicol.24(5): 684-691,1980,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 25 - 47 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
