,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
860,3030,1206759,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.3316,0.32946,0.33385,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
862,3033,1083014,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.1294,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow",Induction of Cadmium Tolerance in Two Clones of Dapnia magna Straus,1992
868,2995,1206758,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.6319,0.62867,0.63506,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
869,2992,1081710,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,37.9,28.7,49.8,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,SOFT,,,,"Hickey,C.W., and M.L. Vickers",Comparison of the Sensitivity to Heavy Metals and Pentachlorophenol of the Mayflies Deleatidium spp. and the Cladoceran Daphnia magna,1992
871,2991,2143944,10108642,Cadmium chloride (CdCl2),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.458,0.439,0.477,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,250*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
873,2890,1040049,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.009,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
876,2918,1040050,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0045,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
878,2920,1040048,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.009,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
879,2927,1083013,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0245,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow",Induction of Cadmium Tolerance in Two Clones of Dapnia magna Straus,1992
880,2937,1040047,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0036,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
882,2946,1206762,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0353,0.03435,0.03626,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
883,2952,1040052,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.1159,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
884,2953,1040051,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0271,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
885,2964,2143946,10108642,Cadmium chloride (CdCl2),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.463,0.412,0.52,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,250*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
886,2984,1206761,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.00948,0.00927,0.00969,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
924,3066,1205561,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.13,0.14,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Taylor,G., D.J. Baird, and A.M.V.M. Soares",Surface Binding of Contaminants by Algae: Consequences for Lethal Toxicity and Feeding to Daphnia magna Straus,1998
925,707,1096168,7440439,Cadmium,Not coded,Daphnia magna,Neonate,10,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.1312,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
926,702,1096174,7440439,Cadmium,Not coded,Daphnia magna,Neonate,20,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.1399,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
927,701,1096173,7440439,Cadmium,Not coded,Daphnia magna,Neonate,20,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.3263,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
928,700,1096167,7440439,Cadmium,Not coded,Daphnia magna,Neonate,6,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.0491,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
929,706,2147706,7440439,Cadmium,United States Environmental Protection Agency,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,12,Total,0.0135,0.0054,0.0374,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20*,,,C,,80*,100*,mg/L CaCO3,,7.4*,7.8*,"Meyer,J.S., J.F. Ranville, M. Pontasch, J.W. Gorsuch, and W.J. Adams","Acute Toxicity of Binary and Ternary Mixtures of Cd, Cu, and Zn to Daphnia magna",2015
930,703,1096165,7440439,Cadmium,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0244,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
931,699,1096169,7440439,Cadmium,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.1294,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
932,695,1096170,7440439,Cadmium,Not coded,Daphnia magna,Neonate,3,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.2288,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
933,704,1096164,7440439,Cadmium,Not coded,Daphnia magna,Neonate,30,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.3553,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
934,696,1096175,7440439,Cadmium,Not coded,Daphnia magna,Neonate,30,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.1467,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
935,697,1096171,7440439,Cadmium,Not coded,Daphnia magna,Neonate,6,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.2501,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
936,698,1096166,7440439,Cadmium,Not coded,Daphnia magna,Neonate,3,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.0254,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
937,705,1096172,7440439,Cadmium,Not coded,Daphnia magna,Neonate,10,NR,NR,Day(s),Static,Fresh water,Lab,NR,Total,0.3193,NR,NR,AI mg/L,Intoxication,Immobile,EC50/,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,,,,"Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow","Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype",1993
946,49,2048965,50328,Benzo[a]pyrene,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.0293,0.01332,0.2422,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,,,"Ha,M.H., and J. Choi",Effects of Environmental Contaminants on Hemoglobin Gene Expression in Daphnia magna:  A Potential Biomarker for Freshwater Quality Monitoring,2009
960,2828,1187577,10022318,Barium nitrate,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,133.8059776,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,7.6*,,,"Lilius,H., B. Isomaa, and T. Holmstrom",A Comparison of the Toxicity of 50 Reference Chemicals to Freshly Isolated Rainbow Trout Hepatocytes and Daphnia magna,1994
962,505,2143681,1327533,Arsenic oxide (As2O3),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,2.5,2.4,2.7,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,21,,,C,,,,NR,,,,"Tisler,T., and J. Zagorc-Koncan",Acute and Chronic Toxicity of Arsenic to Some Aquatic Organisms,2002
963,506,2143681,1327533,Arsenic oxide (As2O3),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,2.7,2.6,2.9,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,21,,,C,,,,NR,,,,"Tisler,T., and J. Zagorc-Koncan",Acute and Chronic Toxicity of Arsenic to Some Aquatic Organisms,2002
964,507,2143681,1327533,Arsenic oxide (As2O3),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,3.4,NR,NR,AI mg/L,Intoxication,Immobile,EC90,2.0,NR,NR,Day(s),Acute,21,,,C,,,,NR,,,,"Tisler,T., and J. Zagorc-Koncan",Acute and Chronic Toxicity of Arsenic to Some Aquatic Organisms,2002
965,496,2143681,1327533,Arsenic oxide (As2O3),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,1.9,NR,NR,AI mg/L,Intoxication,Immobile,EC10,2.0,NR,NR,Day(s),Acute,21,,,C,,,,NR,,,,"Tisler,T., and J. Zagorc-Koncan",Acute and Chronic Toxicity of Arsenic to Some Aquatic Organisms,2002
966,497,2143681,1327533,Arsenic oxide (As2O3),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,2,NR,NR,AI mg/L,Intoxication,Immobile,EC10,1.0,NR,NR,Day(s),Acute,21,,,C,,,,NR,,,,"Tisler,T., and J. Zagorc-Koncan",Acute and Chronic Toxicity of Arsenic to Some Aquatic Organisms,2002
967,508,2143681,1327533,Arsenic oxide (As2O3),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,3.8,NR,NR,AI mg/L,Intoxication,Immobile,EC90,1.0,NR,NR,Day(s),Acute,21,,,C,,,,NR,,,,"Tisler,T., and J. Zagorc-Koncan",Acute and Chronic Toxicity of Arsenic to Some Aquatic Organisms,2002
971,428,2228542,1309644,Antimony trioxide,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,5,Total,3.01,2.76,3.25,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,14,,,dH,7.33,,,"Waaijers,S.L., J. Hartmann, A.M. Soeter, R. Helmus, S.A.E. Kools, P. De Voogt, W. Admiraal, J.R. Parsons, and M.H.S. Kr",Toxicity of New Generation Flame Retardants to Daphnia magna,2013
980,529,2101673,1344281,Aluminum oxide (Al2O3),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,500,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,23,,,C,,,,NR,,,,"Zhu,X., L. Zhu, Y. Chen, and S. Tian",Acute Toxicities of Six Manufactured Nanomaterial Suspensions to Daphnia magna,2009
981,530,2101672,1344281,Aluminum oxide (Al2O3),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,114.357,111.232,191.1,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,23,,,C,,,,NR,,,,"Zhu,X., L. Zhu, Y. Chen, and S. Tian",Acute Toxicities of Six Manufactured Nanomaterial Suspensions to Daphnia magna,2009
984,3555,2228536,21645512,Aluminum hydroxide (Al(OH)3),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,3,Total,0.065,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20.7,,,C,7,,,dH,7.56,,,"Waaijers,S.L., J. Hartmann, A.M. Soeter, R. Helmus, S.A.E. Kools, P. De Voogt, W. Admiraal, J.R. Parsons, and M.H.S. Kr",Toxicity of New Generation Flame Retardants to Daphnia magna,2013
987,636,1084283,2897214,"3,3'-Diselenobisalanine",Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Renewal,Fresh water,Lab,NR,Total,0.52,0.3,0.75,AI mg/L,Intoxication,Immobile,EC50*,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,8.2,,,"Maier,K.J., C.G. Foe, and A.W. Knight","Comparative Toxicity of Selenate, Selenite, Seleno-DL-Methionine and Seleno-DL-Cystine to Daphnia magna",1993
992,622,1084281,1464422,2-Amino-4-(methylseleno)butanoic acid,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Renewal,Fresh water,Lab,NR,Total,0.045,0.032,0.059,AI mg/L,Intoxication,Immobile,EC50*,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,HARD,8.2,,,"Maier,K.J., C.G. Foe, and A.W. Knight","Comparative Toxicity of Selenate, Selenite, Seleno-DL-Methionine and Seleno-DL-Cystine to Daphnia magna",1993
